"Component","Version","Latest version","Component type","License","License type","Vulnerability count","Object compilation date","Object","Object full path","Object SHA1","Distribution package","Missing exploit mitigations"
"spring_framework","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","6","2019-08-12T10:29:18Z","spring-core-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-core-5.2.2.RELEASE.jar","bfcf2f6d0494d89db63ae170b8491223c93a88dc","",""
"sql-injection","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","sql-injection-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/sql-injection-8.1.0.jar","732042dcf7b53f3a7c85a4347acbe718f72de623","",""
"ssrf","8.1.0","1.0.1","java","Apache","permissive","0","2020-05-23T12:21:04Z","ssrf-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/ssrf-8.1.0.jar","f9b680d39a67171c770eef68692b626a10eb0268","",""
"stax-ex","1.8.1","2.0.1","java","EDL","permissive","0","2018-12-27T15:13:08Z","stax-ex-1.8.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/stax-ex-1.8.1.jar","78011e483a21102fb4858f3e8f269a677e50aa23","",""
"stringprep","1.1","2.0","java","BSD","permissive","0","2019-09-10T09:35:42Z","postgresql-42.2.8.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/postgresql-42.2.8.jar","6f394c7df5600d11b221f356ff020440d2ece44f","",""
"temple","0.7.7","0.8.2","ruby","MIT","permissive","0","2018-10-30T17:07:56Z","temple-0.7.7.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/asciidoctorj-1.5.8.1.jar:specifications/temple-0.7.7.gemspec","6b175e21d6e604dd6ac4f6402fb0a8ce8356c4a5","",""
"test-unit","3.1.1","3.5.3","ruby","unknown","unknown","0","2018-04-20T13:25:44Z","test-unit-3.1.1.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/test-unit-3.1.1.gemspec","464d2ffeded4e25ff15e1fda17d8135586c434c5","",""
"thread_safe","0.3.6","0.3.6","ruby","Apache","permissive","0","2018-10-30T17:07:56Z","thread_safe-0.3.6-java.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/asciidoctorj-1.5.8.1.jar:specifications/thread_safe-0.3.6-java.gemspec","58e07f149e4eaf50ea383eb46ce83770b415dc4d","",""
"thymeleaf","3.0.11.RELEASE","3.0.15.RELEASE","java","Apache","permissive","0","2018-10-28T22:35:32Z","thymeleaf-3.0.11.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/thymeleaf-3.0.11.RELEASE.jar","628ebb91f520053d4120b7b18bf78ff295d57461","",""
"thymeleaf-extras-java8time","3.0.4.RELEASE","3.0.4","java","Apache","permissive","0","2019-03-28T10:37:44Z","thymeleaf-extras-java8time-3.0.4.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/thymeleaf-extras-java8time-3.0.4.RELEASE.jar","36e7175ddce36c486fff4578b5af7bb32f54f5df","",""
"thymeleaf-extras-springsecurity5","3.0.4.RELEASE","3.0.4","java","Apache","permissive","0","2018-10-29T00:32:12Z","thymeleaf-extras-springsecurity5-3.0.4.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/thymeleaf-extras-springsecurity5-3.0.4.RELEASE.jar","88bb10bf73ce285208dd848e8eb17f897ebb02d4","",""
"thymeleaf-spring5","3.0.11.RELEASE","3.0.15.RELEASE","java","Apache","permissive","0","2018-10-28T22:43:36Z","thymeleaf-spring5-3.0.11.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/thymeleaf-spring5-3.0.11.RELEASE.jar","de7bf0adf13b5e9c4811f95edf18279da193c0c6","",""
"tilt","2.0.8","2.0.10","ruby","MIT","permissive","0","2018-10-30T17:07:56Z","tilt-2.0.8.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/asciidoctorj-1.5.8.1.jar:specifications/tilt-2.0.8.gemspec","4c5e67df64ba328ba6dc6b6cd52b8af148b42911","",""
"txw2","2.3.2","3.0.2","java","BSD","permissive","0","2019-01-02T15:22:22Z","txw2-2.3.2.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/txw2-2.3.2.jar","ce5be7da2e442c25ec14c766cb60cb802741727b","",""
"unbescape","1.1.6.RELEASE","1.1.6","java","Apache","permissive","0","2018-03-30T17:04:22Z","unbescape-1.1.6.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/unbescape-1.1.6.RELEASE.jar","7b90360afb2b860e09e8347112800d12c12b2a13","",""
"undertow-core","2.0.28.Final","2.2.16.Final","java","Apache","permissive","0","2019-11-15T05:05:58Z","undertow-core-2.0.28.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/undertow-core-2.0.28.Final.jar","688f7a1096534a9fba1150a211b5cf939233f372","",""
"undertow-servlet","2.0.28.Final","2.2.16.Final","java","Apache","permissive","0","2019-11-15T05:05:58Z","undertow-servlet-2.0.28.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/undertow-servlet-2.0.28.Final.jar","ceec924fc774201f010f14155e0e479248fd5e30","",""
"undertow-websockets-jsr","2.0.28.Final","2.2.16.Final","java","Apache","permissive","0","2019-11-15T05:05:58Z","undertow-websockets-jsr-2.0.28.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/undertow-websockets-jsr-2.0.28.Final.jar","ec008be06442a3dc22ee279bcfffebe2cd2c824b","",""
"unsafe-fences","1.0","1.0","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"vulnerable-components","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:04Z","vulnerable-components-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/vulnerable-components-8.1.0.jar","56195b8ad41f751124bf34c1797c274cac6b5618","",""
"webgoat-container","8.1.0","7.1","java","unknown","unknown","0","2020-05-23T12:21:02Z","webgoat-container-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/webgoat-container-8.1.0.jar","ae04d9d0260bf0813c1978cd1b776d974957e6e7","",""
"webgoat-introduction","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:04Z","webgoat-introduction-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/webgoat-introduction-8.1.0.jar","2625e15d1eded38595f17113fa1b43e888f6c052","",""
"webgoat-lesson-template","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:04Z","webgoat-lesson-template-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/webgoat-lesson-template-8.1.0.jar","a5030beaf7bc84ea946f0325f1f38a40119a40a1","",""
"webgoat-server","8.1.0","","java","unknown","Unknown","0","2019-12-06T06:18:26Z","webgoat-server-8.1.0.jar","webgoat-server-8.1.0.jar","c15093a832790aef9f499221a5a40dd3eff2cd5a","",""
"webwolf-introduction","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:04Z","webwolf-introduction-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/webwolf-introduction-8.1.0.jar","3a2689419fc04d727df20111253eb25646386d97","",""
"xml-commons-resolver","1.2","1.2","java","Apache","permissive","0","2006-11-20T15:22:08Z","xml-resolver-1.2.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xml-resolver-1.2.jar","3d0f97750b3a03e0971831566067754ba4bfd68c","",""
"xmlpull","1.1.3.1","1.1.3.1","java","Public domain","permissive","0","2003-05-19T09:44:20Z","xmlpull-1.1.3.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xmlpull-1.1.3.1.jar","2b8e230d2ab644e4ecaa94db7cdedbc40c805dfa","",""
"xnio-api","3.3.8.Final","3.8.6.Final","java","Apache","permissive","0","2017-06-28T07:57:40Z","xnio-api-3.3.8.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xnio-api-3.3.8.Final.jar","7942ba8330c91a12006c912e040d25a77a58c525","",""
"xnio-nio","3.3.8.Final","3.8.6.Final","java","Apache","permissive","0","2017-06-28T07:57:40Z","xnio-nio-3.3.8.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xnio-nio-3.3.8.Final.jar","8dafaf230666e526c53e544ab6a9d6ecfcbab4ee","",""
"xpp3_min","1.1.4c","1.1.4c","java","IUELSL","permissive","0","2006-11-10T20:40:34Z","xpp3_min-1.1.4c.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xpp3_min-1.1.4c.jar","19d4e90b43059058f6e056f794f0ea4030d60b86","",""
"xstream","1.4.5","1.4.19","java","BSD","permissive","33","2013-09-28T17:31:48Z","xstream-1.4.5.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xstream-1.4.5.jar","61c0a127b237182fdf2ccc9cc2efbb5779a64a3b","",""
"xxe","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:04Z","xxe-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/xxe-8.1.0.jar","89b386c38435f2ffc8ca5c6e01ebb24e33d3bff4","",""
"zxcvbn","1.2.5","1.5.2","java","MIT","permissive","0","2018-03-30T22:09:56Z","zxcvbn-1.2.5.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/zxcvbn-1.2.5.jar","94c072fd4f9ef24b00766d004f40071deb0564e7","",""
